date,precipitation,temp_max,temp_min,wind,weather
3/19/2013,0,3.98,0.48,2.8,drizzle
3/20/2013,0,7.33,3.73,2.43,drizzle
3/21/2013,0,9.54,3.73,4.67,sun
3/22/2013,0,4.59,0.28,5.88,sun
3/23/2013,0,3.5,-1.24,4.21,sun
3/24/2013,0,6.85,0.61,2.71,sun
3/25/2013,0,5.97,1.02,2.04,sun
3/26/2013,0,3.95,0.17,2.88,snow
3/27/2013,0,5.07,1.3,2.69,sun
3/28/2013,0,8.7,4.06,4.46,sun
3/29/2013,0,8,3.21,3.67,sun
3/30/2013,0,10.03,6.15,3.46,sun
3/31/2013,0,11.29,4.98,1.08,sun
4/1/2013,0,11.14,4.27,1.3,sun
4/2/2013,0,12.13,6.89,3.42,sun
4/3/2013,0,8.03,2.3,4.42,sun
4/4/2013,0,7.56,1.57,4.21,sun
4/5/2013,0,6.26,0.09,2.77,sun
4/6/2013,0,10.07,5.64,3.66,rain
4/7/2013,0,11.95,6.2,4,sun
4/8/2013,0,13.01,7.93,5.58,sun
4/9/2013,0,21.76,15.01,3.21,sun
4/10/2013,0,25.81,19.1,3.38,sun
4/11/2013,0,27.82,21.26,3.79,sun
4/12/2013,0,27.21,19.96,2.67,sun
4/13/2013,0,17.28,11.63,4,rain
4/14/2013,0,17.17,10.62,3.81,sun
4/15/2013,0,16.04,9.74,2.54,sun
4/16/2013,0,16.26,11.76,2.69,sun
4/17/2013,0,18.22,14.86,2.57,sun
4/18/2013,0,21.07,15.92,2.68,sun
4/19/2013,0,19.96,15.78,2.77,sun
4/20/2013,0,22.97,17.73,5.76,sun
4/21/2013,0,17.77,11.5,5.2,sun
4/22/2013,0,11.06,6.28,4.54,sun
4/23/2013,0,10.45,5.03,3.88,sun
4/24/2013,0.254,12.4,8.49,3.33,sun
4/25/2013,0,17.06,10.2,3.88,sun
4/26/2013,0,17.43,11.87,5.09,sun
4/27/2013,0,15.55,8.84,2.46,sun
4/28/2013,0,17.3,9.76,1.25,sun
4/29/2013,0,17.11,10.02,3.26,sun
4/30/2013,0,14.82,12.41,2.56,drizzle
5/1/2013,0,14.86,12.67,3.98,drizzle
5/2/2013,0,16.41,11.72,3.42,sun
5/3/2013,0,15.44,10.81,2.71,sun
5/4/2013,0,15.91,10.96,2.75,sun
5/5/2013,0,14.94,10.88,3.63,sun
5/6/2013,0,13.56,9.52,3.79,sun
5/7/2013,0,14.04,10.67,4.36,sun
5/8/2013,0,16.79,14.25,4.94,drizzle
5/9/2013,0,18.37,14.2,3.08,rain
5/10/2013,0,17.08,13.26,1.82,drizzle
5/11/2013,0,22.79,16.33,1.69,sun
5/12/2013,0,22.44,17.01,3.13,rain
5/13/2013,0,19.13,14.5,4.03,sun
5/14/2013,0,13.38,8.39,4.21,sun
5/15/2013,0,12.8,7.33,2.38,sun
5/16/2013,0,20.15,14.36,2.13,sun
5/17/2013,0,26.79,19.93,1.96,sun
5/18/2013,0,24.65,19.78,1.63,sun
5/19/2013,0,19.81,16.35,1.41,sun
5/20/2013,0,19.06,15.78,1.52,drizzle
5/21/2013,0,23.15,19.32,1.78,sun
5/22/2013,0,25.8,20.46,1.83,sun
5/23/2013,0,27.18,21.9,1.84,sun
5/24/2013,0,25.66,19.94,2.58,sun
5/25/2013,0,18.87,14.12,3.87,sun
5/26/2013,0,14.06,9.8,5.08,sun
5/27/2013,0,17.85,12.12,2.96,sun
5/28/2013,0,19.33,12.27,1.13,sun
5/29/2013,0,22.95,15.95,0.67,sun
5/30/2013,0,26.28,20.96,1.46,sun
5/31/2013,0,29.73,22.62,1.04,sun
6/1/2013,0,29.13,22.61,1.75,sun
6/2/2013,0,29.72,23.1,1.38,sun
6/3/2013,0,28.73,22.28,3.46,sun
6/4/2013,0,23.97,19.31,1.69,rain
6/5/2013,4.32,22.42,17.5,2.13,sun
6/6/2013,0,21.48,16.69,1.38,sun
6/7/2013,4.74,21.68,17.98,2.8,sun
6/8/2013,119.28,21,18.58,2.89,rain
6/9/2013,33.2,22.26,19.08,2.62,rain
6/10/2013,9.87,24.13,19.59,1.88,sun
6/11/2013,90.42,24.03,21.05,2.27,rain
6/12/2013,76.9,24.26,21.04,2.29,rain
6/13/2013,4.64,27.14,22.96,2.52,rain
6/14/2013,40.26,26.1,22.05,2.1,rain
6/15/2013,10.75,21.89,18.5,3.52,sun
6/16/2013,0,23.53,19.28,1.96,sun
6/17/2013,0.5,24.12,20.09,1.46,sun
6/18/2013,22.95,26.7,22.96,2.36,sun
6/19/2013,24.82,24.53,21.19,1.06,rain
6/20/2013,2.5,21.77,19.49,2.25,sun
6/21/2013,0,20.33,15.89,1.83,sun
6/22/2013,0,19.72,16.21,1.62,sun
6/23/2013,0,24.1,20.11,1.29,sun
6/24/2013,51.77,25.02,21.76,1.58,sun
6/25/2013,8.13,27.53,23.17,2.5,sun
6/26/2013,17.5,26.92,23.57,1.71,sun
6/27/2013,17.98,28.05,22.74,2.22,sun
6/28/2013,15.3,25.2,21.69,1.92,sun
6/29/2013,92.99,26.21,22.13,1.72,rain
6/30/2013,24.82,25.33,22.34,1.67,rain
7/1/2013,24,26.77,23.35,2.22,sun
7/2/2013,83,25.52,23.6,2.48,sun
7/3/2013,56.5,26.32,23.88,3.88,sun
7/4/2013,5.5,26.31,23.24,2.69,sun
7/5/2013,0.25,27.88,25.03,1.91,sun
7/6/2013,0,28.4,25.15,2.35,sun
7/7/2013,0,29.56,26.08,1.83,sun
7/8/2013,1.83,29.61,25.06,2.08,sun
7/9/2013,12.06,25.68,22.79,1.68,sun
7/10/2013,0,26.55,23.14,1.29,sun
7/11/2013,4.88,27.79,24.69,2.84,sun
7/12/2013,36.88,26.4,23.62,2.42,rain
7/13/2013,120.27,23.25,20.33,1.95,rain
7/14/2013,20.325,24.91,22.36,1.24,sun
7/15/2013,8.14,26.53,22.83,2.2,sun
7/16/2013,0,28.8,25.13,1.27,sun
7/17/2013,0,29.8,26.62,1.65,sun
7/18/2013,0,29.54,25.67,0.9,sun
7/19/2013,0,30.9,27.53,1.04,sun
7/20/2013,0,31.39,27.81,0.83,sun
7/21/2013,12,30.29,26.59,2.43,sun
7/22/2013,52.98,29.25,24.35,1.19,sun
7/23/2013,27.75,27.38,24.59,1.05,sun
7/24/2013,28.3,27.97,24.03,1.12,sun
7/25/2013,0,26.09,22.98,2.88,sun
7/26/2013,1.02,23.59,19.71,2.36,sun
7/27/2013,0,23.9,20.27,0.92,sun
7/28/2013,12.92,25.32,20.6,1.12,sun
7/29/2013,28.34,24.51,21.95,2,rain
7/30/2013,24.19,23.95,20.37,1.09,sun
7/31/2013,0,23.6,19.45,0.83,sun
8/1/2013,0,23.7,20.27,1.58,sun
8/2/2013,64.29,23.25,20.9,2.59,rain
8/3/2013,6,25.42,22.36,1.32,sun
8/4/2013,7.43,24.23,19.64,1.35,sun
8/5/2013,1.77,23.52,19.84,1.93,sun
8/6/2013,0.25,22.22,18.07,1.54,sun
8/7/2013,9.94,21.56,18.02,1.14,sun
8/8/2013,16.76,24.67,22.25,1.81,sun
8/9/2013,2.79,27.5,23.69,2.75,sun
8/10/2013,47.28,29.11,25.01,1.58,rain
8/11/2013,26.52,27.07,23.41,1.67,sun
8/12/2013,0.25,25.26,22.06,1.21,sun
8/13/2013,0,26.57,23.3,0.56,sun
8/14/2013,6.76,26.79,23.37,1.62,rain
8/15/2013,5.12,22.29,19.39,3.19,sun
8/16/2013,0,21.41,18.82,1.53,sun
8/17/2013,0,20.12,17.17,1.21,sun
8/18/2013,0,20.7,17.65,1.22,sun
8/19/2013,21.02,21.52,18.53,1.14,rain
8/20/2013,0.25,20.91,18.32,0.96,sun
8/21/2013,0,24.32,20.92,1.13,sun
8/22/2013,5,26.31,22.84,1,sun
8/23/2013,17.74,26.86,23.74,0.93,rain
8/24/2013,9.43,24.19,20.61,1.79,sun
8/25/2013,0.5,22.17,19.37,1.62,sun
8/26/2013,0,22.49,18.74,1,sun
8/27/2013,0,24.25,19.32,2.13,sun
8/28/2013,0,27.73,24.15,3.08,sun
8/29/2013,4.42,25.49,22.8,1.38,rain
8/30/2013,24.95,24.98,22.58,1.52,drizzle
8/31/2013,0,24.61,20.65,1,sun
9/2/2013,26.92,27.4,24.29,1.5,sun
9/3/2013,29.5,26.47,22.56,1.25,rain
9/4/2013,0,26.14,23.23,1.18,sun
9/5/2013,0,22.83,18.81,1.94,sun
9/6/2013,0,21.85,19.62,1.77,sun
9/7/2013,0,14.39,13.05,1,sun
9/8/2013,0,25.78,24.37,2,sun
9/9/2013,0,23.48,19.74,1.73,sun
9/10/2013,0,26.52,23.77,1.33,sun
9/11/2013,1.77,30.13,26.37,2.18,sun
9/12/2013,0,28.5,23.56,2.2,sun
9/13/2013,12.25,22.8,19.41,3.36,sun
9/14/2013,0.5,18.07,14.8,3.07,sun
9/15/2013,0,16.83,13.28,1.39,sun
9/16/2013,3,19.88,16.06,2.76,sun
9/17/2013,0,17.06,13.75,2.38,sun
9/18/2013,0,14,11.12,1.65,sun
9/19/2013,0,17.38,14.46,1.58,sun
9/20/2013,0,20,16.31,1.81,sun
9/21/2013,0,19.4,13.6,2.1,sun
9/22/2013,56,20.15,17.08,2.69,sun
9/23/2013,0,16.18,12.25,1.6,sun
9/24/2013,0,16.82,11.99,1.45,sun
9/25/2013,0.25,17.07,11.4,1.6,sun
9/26/2013,0.25,19.28,14.72,1.35,sun
9/27/2013,1,17.67,13.72,1.29,sun
9/28/2013,0,17.42,14.14,1.33,sun
9/29/2013,0,16.48,13.14,1.19,sun
9/30/2013,0,15.07,10.96,1.15,sun
10/1/2013,0,17.78,11.67,1.67,sun
10/2/2013,0,18.45,14,1,sun
10/3/2013,0,22.32,18.78,0.92,sun
10/4/2013,0,22.64,19.07,1.15,sun
10/5/2013,0,24.92,21.32,1.38,sun
10/6/2013,4,24.86,21.62,2.19,sun
10/7/2013,37.78,22.84,19.5,2.8,sun
10/8/2013,0.5,16.03,12.19,1.73,sun
10/9/2013,0,14.8,11.8,3,sun
10/10/2013,15,14.55,12,4.84,rain
10/11/2013,229.76,16.36,13.61,3.22,rain
10/12/2013,37.98,17.7,15.58,3.04,rain
10/13/2013,7.63,16.75,14.56,3,rain
10/14/2013,3,16.56,13.04,2.58,sun
10/15/2013,0.75,17.09,12.92,1.18,sun
10/16/2013,1,19.41,16.22,1,sun
10/17/2013,4.5,19.96,17.26,1.5,sun
10/18/2013,11.64,17.53,13.72,2.18,sun
10/19/2013,0.25,13.34,9.51,1.81,sun
10/20/2013,0,14.9,11.46,1.93,sun
10/21/2013,0,15.75,12.55,2.55,sun
10/22/2013,0,12.69,8.25,1.88,sun
10/23/2013,0,12.43,9.29,3.14,sun
10/24/2013,0,9.63,6.25,3.38,sun
10/25/2013,0,8.17,5.33,3.83,sun
10/26/2013,0,8.36,4.91,2.36,sun
10/27/2013,0,10.67,7,1.67,sun
11/6/2013,0,16.69,13.26,1.58,sun
11/7/2013,2.03,14.97,11.65,1.84,sun
11/8/2013,0,8.11,4.98,1.92,sun
11/9/2013,0,5.71,2.93,1.73,sun
11/10/2013,0,11.19,7.36,2.88,sun
11/11/2013,0,9.23,6.15,2,sun
11/12/2013,0,8.66,5.41,2.63,sun
11/13/2013,0,2.75,-0.06,1.88,sun
11/14/2013,0,4.35,1.32,1.91,sun
11/15/2013,0,6.51,2.75,1.71,sun
11/16/2013,0,9.79,7.28,1.59,drizzle
11/17/2013,0.75,12.86,10.78,1.91,drizzle
11/18/2013,0,17.62,14.62,3.25,sun
11/19/2013,0,9.87,6.96,3.29,sun
11/20/2013,0,4.32,1.4,1.75,sun
11/21/2013,0,3.75,1.71,1.79,sun
11/22/2013,0,11.33,9,2.08,sun
11/23/2013,0,10.58,7.17,3.83,sun
11/24/2013,0,0.04,-2.79,5.42,sun
11/25/2013,0,-1.25,-4.11,2.42,sun
11/26/2013,0,2.77,0.75,1.45,sun
11/27/2013,0,6.66,2.07,3.1,rain
11/28/2013,0,1.23,-1.24,1.14,sun
11/29/2013,0,1.44,-0.94,1.95,sun
11/30/2013,0,0.34,-3.02,1.71,sun
12/1/2013,0,2.34,-0.85,1.71,sun
12/2/2013,0,6.74,4.14,2,sun
12/3/2013,0,8.73,5.45,1.67,sun
12/4/2013,0,8.4,4.77,2,sun
12/5/2013,0,14.91,12.28,1.71,sun
12/6/2013,26.68,13.99,10.5,2.84,rain
12/7/2013,18.74,5.14,2.43,2.36,sun
12/8/2013,40.67,-0.37,-2.8,2.08,sun
12/9/2013,29.46,1.21,-0.43,1.85,rain
12/10/2013,8.4,1.8,0.06,1.86,drizzle
12/11/2013,4.5,0.75,-3.1,1.3,sun
12/12/2013,0.25,-0.94,-4.55,2.22,sun
12/13/2013,0,-0.17,-3.38,2.13,sun
12/14/2013,0,2.24,0.17,1.93,sun
12/15/2013,0,4.57,1.6,3.67,drizzle
12/16/2013,1,2.44,-0.02,2.19,sun
12/17/2013,0.5,2.52,0.46,1.18,sun
12/18/2013,2.06,2.9,-0.26,1.73,sun
12/19/2013,2.53,7.86,3.58,1.73,sun
12/20/2013,0,12.32,7.03,2,sun
12/21/2013,0,16.67,13.66,2.09,sun
12/22/2013,18.49,19.49,17.11,2.57,sun
12/23/2013,38.47,15.98,13.67,1.82,rain
12/24/2013,5.32,3.83,0.9,2,sun
12/25/2013,0,-2.52,-5.43,1.52,sun
12/26/2013,0,0.6,-2.65,1.71,sun
12/27/2013,0,4.04,-1.15,2,sun
12/28/2013,0,7.04,1.29,2,sun
12/29/2013,62.41,8.35,4.93,1.45,rain
12/30/2013,1,6.62,2.74,2.09,sun
12/31/2013,0,3.11,-0.03,1.86,sun
1/1/2014,0,2.52,-1.06,2.13,sun
1/2/2014,3.86,3.01,0.23,2.1,sun
1/3/2014,13.5,-2.86,-5.75,2.84,rain
1/4/2014,3.66,-5.05,-9.94,1.71,sun
1/5/2014,11.71,2.42,-2.61,1.43,rain
1/6/2014,28.99,5.96,2.06,2.4,rain
1/7/2014,0,-10.12,-13.78,4.17,sun
1/8/2014,0,-7.17,-10.9,1.68,sun
1/9/2014,0,-0.02,-3.06,1.67,sun
1/10/2014,19.22,1.82,-0.3,1.71,rain
1/11/2014,54.5,6.21,3.1,1.63,rain
1/12/2014,1.61,9.55,6.25,1.96,sun
1/13/2014,0.25,6.84,1.8,1.96,sun
1/14/2014,0.64,10.46,7.97,2.1,sun
1/15/2014,8.37,5.49,2.27,1.61,fog
1/16/2014,2.65,3.41,0.64,1.44,sun
1/17/2014,0,8.88,7.56,2.04,sun
1/18/2014,0,10.82,10.82,2,sun
1/19/2014,0,7.02,4.61,2,sun
1/20/2014,0,8.13,3.87,2,sun
1/21/2014,11.8,-0.33,-3.15,2,sun
1/22/2014,4.65,-8.92,-12.17,3.69,sun
1/23/2014,1.52,-7.28,-11.83,2.64,sun
1/24/2014,0.75,-8.38,-11.65,2.61,sun
1/25/2014,0,-3.97,-6.35,2.88,sun
1/26/2014,0.75,-1.58,-4.87,2.55,sun
1/27/2014,2.78,4.11,-1.88,4.92,sun
1/28/2014,0,-6.73,-10.6,5.88,sun
1/29/2014,1.25,-7.83,-11.29,3.29,sun
1/30/2014,1,-4.79,-10.77,1.33,sun
1/31/2014,0.25,1.53,-3.52,0.63,sun
2/1/2014,0,4.28,-0.65,0.63,sun
2/2/2014,0.25,9.58,2.6,0.67,sun
2/3/2014,34.74,5.98,2.75,4.17,rain
2/4/2014,6.77,1.3,-2.43,1.71,sun
2/5/2014,16.97,1.52,-0.73,1.96,rain
2/6/2014,1.25,2.13,-2.62,5.71,sun
2/7/2014,0,2.96,-3.17,2.25,sun
2/8/2014,0.25,0.84,-3.89,2.71,sun
2/9/2014,4.56,-0.62,-4.1,1.33,sun
2/10/2014,1,-0.34,-4.22,3.17,sun
2/11/2014,0.25,-2.64,-7.15,2.5,sun
2/12/2014,0,-3.81,-8.42,2.46,sun
2/13/2014,31.34,0.38,-3.44,6.42,rain
2/14/2014,19.52,5.3,1.28,3.88,rain
2/15/2014,5.6,3.08,0.01,3.75,rain
2/16/2014,0,0.24,-2.87,3.58,sun
2/17/2014,0,-0.13,-3.79,2.75,sun
2/18/2014,0,4,0.54,4,sun
2/19/2014,0,7.96,2.58,2.67,sun
2/20/2014,0,9,4.33,2.17,sun
2/21/2014,0.25,10.66,5.42,2.25,sun
2/22/2014,0,8.33,3.79,2.58,sun
2/23/2014,0,11.96,7.6,3,sun
2/24/2014,0.25,7.52,3.13,6.21,sun
2/25/2014,3.09,1.29,-2.81,1.41,sun
2/26/2014,2.78,0.74,-2.7,3.29,sun
2/27/2014,0,0.05,-4.84,4.67,sun
2/28/2014,0,-4.71,-8,5.21,sun
3/1/2014,0.25,-1.03,-4.73,1.58,sun
3/2/2014,0,6.12,1.71,1.67,sun
3/3/2014,0,-1.38,-4.29,6.29,sun
3/4/2014,0,-6.62,-13.38,2.81,sun
3/5/2014,0,-1,-4.91,0.68,sun
3/6/2014,0,0.5,-2.83,4.75,sun
3/7/2014,0,2.5,-0.38,5.17,sun
3/8/2014,0,7.83,3.92,3.21,sun
3/9/2014,0,9.83,5.87,3.71,sun
3/10/2014,0,8.96,4.67,3.38,sun
3/11/2014,0,14.11,7.92,1.88,sun
3/12/2014,3.12,13.42,8.97,3.04,sun
3/13/2014,2.86,1.21,-2.8,9.54,sun
3/14/2014,0,4.05,0.59,3.83,sun
3/15/2014,0,14.5,10.66,5.33,sun
3/16/2014,0,8.25,2.83,3.38,sun
3/17/2014,15.65,-1.22,-3.95,4.96,rain
3/18/2014,10.07,2.05,-0.5,3.25,sun
3/19/2014,10.75,4.23,2.08,1.2,rain
3/20/2014,4.34,9.55,6.45,3.92,rain
3/21/2014,2.07,10.11,4.2,1.88,sun
3/22/2014,0.25,12.53,7.25,2.46,sun
3/23/2014,0,8.96,5.44,3.75,sun
3/24/2014,0,2.06,-1.99,4.83,sun
3/25/2014,8.18,1.12,-2.88,1.25,sun
3/26/2014,5.45,0.9,-2.33,5.67,rain
3/27/2014,4.09,3.13,-1.92,2.67,sun
3/28/2014,4.41,12.75,7.65,6.17,rain
3/29/2014,18.53,15.66,11.05,2.58,rain
3/30/2014,38.22,9.46,4.61,5.58,rain
3/31/2014,11.5,10.9,7.08,6.13,rain
4/1/2014,3,14.05,7.04,2.46,sun
4/2/2014,0.75,13.36,7.65,1.78,sun
4/3/2014,4.1,15.59,11.19,1.33,rain
4/4/2014,1.42,13.79,9.39,3.21,sun
4/5/2014,4.02,12.5,8.66,4.88,sun
4/6/2014,7.6,10.37,5.63,1.67,sun
4/7/2014,11.73,9.28,4.81,2.58,rain
4/8/2014,5.67,14.87,10.56,3.54,rain
4/9/2014,1.25,13.81,8.39,3.38,sun
4/10/2014,0.75,15.52,9.25,3.46,sun
4/11/2014,0,21.88,16.81,4.75,sun
4/12/2014,3.05,19.93,14.85,2.04,sun
4/13/2014,0,21.62,16.57,4.13,sun
4/14/2014,0,23.28,19.06,7.29,sun
4/15/2014,50.83,18.57,13.51,5.17,rain
4/16/2014,19.84,5.14,1.87,5.67,rain
4/17/2014,0,8.31,3.16,2.17,sun
4/18/2014,0,8.62,4.28,1.75,sun
4/19/2014,0,13.49,9.34,1.38,sun
4/20/2014,0,14.43,9.66,2.82,sun
4/21/2014,0,14.59,9.24,1.58,sun
4/22/2014,3.27,17.91,12.7,3.25,sun
4/23/2014,5.51,14.78,10.45,6.42,sun
4/24/2014,0,12.58,8.85,4.13,sun
4/25/2014,14.22,14.58,8.93,2.63,sun
4/26/2014,6.72,16.88,13.5,3.67,sun
4/27/2014,3.81,17.27,11.8,4.33,sun
4/28/2014,1.75,14.24,9.88,2.08,sun
4/29/2014,6.67,9.94,7.91,2.43,rain
5/4/2014,0,22.25,16.48,4.29,sun
5/5/2014,0.64,15.42,11.26,2,sun
5/6/2014,20.59,16.56,12.7,1.58,rain
5/7/2014,9.74,16.04,11.26,1.54,sun
5/8/2014,1.25,20.44,16.17,1.37,sun
5/9/2014,0,22.13,17.42,1.74,sun
5/10/2014,4.27,22.7,19.24,3.58,sun
5/11/2014,11.24,22.68,17.98,1.48,sun
5/12/2014,0,24.06,20.33,1.71,sun
5/13/2014,6.19,25.67,21.95,1.5,sun
5/14/2014,6.49,19.58,16.78,2.03,drizzle
5/15/2014,51.42,21.69,18.82,2.36,drizzle
5/16/2014,137.25,20.16,16.28,3.67,rain
5/17/2014,8.82,17,12.54,1.33,rain
5/18/2014,2.5,16.76,11.93,1.58,sun
5/19/2014,0.25,17.14,11.43,1.42,sun
5/20/2014,0,20.39,14.14,1.17,sun
5/21/2014,8.25,21.42,17.6,1.46,sun
5/22/2014,32.75,23.03,20.18,2.36,drizzle
5/23/2014,4,22.67,18.67,4.29,sun
5/24/2014,0,20.09,16.79,3.42,sun
5/25/2014,0.25,22.69,17.43,1.46,sun
5/26/2014,4.83,24.52,18.45,2.13,sun
5/27/2014,11.24,27.18,21.02,3,sun
5/28/2014,16.29,24.24,20.76,2.21,rain
5/29/2014,12.75,16.76,12.98,3.17,rain
5/30/2014,4.72,17.57,14.75,1.17,rain
5/31/2014,2.02,22,17.16,2.32,sun
6/1/2014,0.75,20.56,15.63,1.44,sun
6/2/2014,0.5,21.93,17.25,2.08,sun
6/3/2014,21.21,25.07,20.2,1.5,sun
6/4/2014,2,26.25,21.65,1.24,sun
6/5/2014,37.52,22.3,18.52,2.92,rain
6/6/2014,0,22.49,17.44,1.67,sun
6/7/2014,0,23.47,17.93,0.88,sun
6/8/2014,2,24.41,19.71,1.33,sun
6/9/2014,73.17,23.83,20.82,1.3,rain
6/10/2014,0,27.07,22.36,1.07,drizzle
6/11/2014,6.54,26.42,22.63,1.55,sun
6/12/2014,48.07,22.94,20.02,2,rain
6/13/2014,2.25,25,22.06,1.43,rain
6/14/2014,1.23,23.25,19.13,2,rain
6/15/2014,0.5,22.03,16.46,1.38,sun
6/16/2014,0.25,24.63,18.55,1,sun
6/17/2014,0,30.56,25,1,drizzle
6/18/2014,0,30.39,25.42,1.75,sun
6/19/2014,21.84,29.11,24.21,1,sun
6/20/2014,2.02,25.11,20.62,1,rain
6/21/2014,2.35,23.11,18.54,1.43,rain
6/22/2014,0.64,20,17.78,1,rain
6/23/2014,0,24.81,20.19,1.17,sun
6/24/2014,0,26.67,21.67,0,sun
6/25/2014,7.5,28.11,24.33,2.4,sun
6/26/2014,22.36,27.28,22.84,2.13,sun
6/27/2014,1,27.33,22.71,1.6,sun
6/28/2014,0,25.25,21.25,2,sun
6/29/2014,0,24,19.5,1.75,sun
6/30/2014,0,26.5,19.5,2,sun
7/1/2014,0,31.63,28.75,3.25,sun
7/2/2014,4,30.15,25.15,2.65,sun
7/3/2014,88.5,28.35,24.82,2.24,rain
7/4/2014,469,24.88,21.41,6.12,rain
7/5/2014,0,24.19,19.57,2.76,sun
7/6/2014,0,24.52,19.28,2.16,sun
7/7/2014,0,28.5,25.54,2.54,sun
7/8/2014,0,30.52,25.52,4,sun
7/9/2014,81,25.64,22.2,3.24,sun
7/10/2014,46,25.88,22.08,2.46,sun
7/11/2014,0,25.11,21.7,2.26,sun
7/12/2014,0,26.96,23.33,2.58,sun
7/13/2014,0,28.33,25.25,2.46,sun
7/14/2014,34,26.96,23,2.52,sun
7/15/2014,179,26.92,22.85,1.92,sun
7/16/2014,56,24.31,21.15,2.79,rain
7/17/2014,0,23.7,18.41,2.42,sun
7/18/2014,0.25,24.08,18.68,1.42,sun
7/19/2014,17.27,25.06,20.96,1.33,sun
7/20/2014,0.75,24.64,20.85,1.5,sun
7/21/2014,0.5,25.57,22.19,2.13,sun
7/22/2014,0.51,26.56,22.79,1.63,sun
7/23/2014,5.58,29.15,24.88,3.36,sun
7/24/2014,1.23,27.32,21.61,2.75,sun
7/25/2014,0,23.97,18.62,2.28,sun
7/26/2014,0,26.52,21.29,1.96,sun
7/27/2014,3.09,26.81,22.84,1.81,sun
7/30/2014,0,26.67,22.03,2.3,sun
7/31/2014,0,24.84,19.69,2.35,sun
8/1/2014,4.25,25.29,21.31,2.19,sun
8/2/2014,10.81,20.43,17.63,1.64,drizzle
8/3/2014,0,28.38,23,1.75,sun
8/4/2014,0,25.06,19.48,1.52,sun
8/5/2014,0,26.26,21.26,1.33,sun
8/6/2014,0,25.37,19.84,2.86,sun
8/7/2014,0,24.99,20.66,2.36,sun
8/8/2014,0,22.23,16.71,0.57,sun
6/12/2015,0,28.54,28.54,3,sun
6/13/2015,0,27.91,27.91,3,sun
6/14/2015,1.96,24.44,24.44,0,sun
6/15/2015,8.62,22.53,22.53,2,rain
6/19/2015,0,24.66,24.66,2,sun
6/20/2015,5.26,23.82,23.82,2,rain
6/22/2015,0,27.33,27.33,2.5,sun
